5,clean_text,sentiment,compound,pos,neg,neu
"Atendimento horrível, ninguém resolve nada.",atendimento horrível ninguém resolve nada,Negativo,-0.5991,0.0,0.482,0.518
O perfume chegou no prazo previsto.,perfume chegou prazo previsto,Neutro,-0.0315,0.0,0.024,0.976
"Atendimento horrível, ninguém resolve nada.",atendimento horrível ninguém resolve nada,Negativo,-0.6538,0.0,0.59,0.41
"Atendimento nota 10, resolveram meu problema rapidinho.",atendimento nota resolveram problema rapidinho,Positivo,0.5874,0.556,0.0,0.444
"A bicicleta é horrível, não vale o preço, decepção total.",bicicleta horrível vale preço decepção total,Negativo,-0.4889,0.0,0.35,0.65
Vi a propaganda da marca na TV hoje.,propaganda marca hoje,Neutro,-0.0119,0.0,0.011,0.989
"O livro tem cor azul e branca, conforme o anúncio.",livro cor azul branca conforme anúncio,Neutro,-0.0443,0.0,0.039,0.961
"A blusa é horrível, não vale o preço, decepção total.",blusa horrível vale preço decepção total,Negativo,-0.6453,0.0,0.492,0.508
"Serviço ruim, atendimento péssimo, não voltarei.",serviço ruim atendimento péssimo voltarei,Negativo,-0.6556,0.0,0.601,0.399
"Equipe rápido e eficiente, super recomendo essa marca!",equipe rápido eficiente super recomendo marca,Positivo,0.4122,0.278,0.0,0.722
"Comprei a blusa e chegou rápido, super satisfeito!",comprei blusa chegou rápido super satisfeito,Positivo,0.4232,0.293,0.0,0.707
"Ótimo o app, estou muito feliz com a compra!",ótimo app estou feliz compra,Positivo,0.4089,0.34,0.0,0.66
"O tênis veio com defeito, muito decepcionado.",tênis veio defeito decepcionado,Negativo,-0.8781,0.0,0.851,0.149
Alguém sabe informar o prazo de entrega de o pedido?,alguém sabe informar prazo entrega pedido,Neutro,0.0173,0.015,0.0,0.985
"Recebi o livro, embalagem estava ok.",recebi livro embalagem estava,Neutro,0.0297,0.023,0.0,0.977
"Excelente a experiência de compra, recomendo a todos!",excelente experiência compra recomendo todos,Positivo,0.7295,0.701,0.0,0.299
"Muito bom o tênis, ficou perfeito, adorei o resultado!",bom tênis ficou perfeito adorei resultado,Positivo,0.4058,0.39,0.0,0.61
"A bicicleta superou minhas expectativas, muito bom!",bicicleta superou expectativas bom,Positivo,0.5934,0.443,0.0,0.557
"Muito ruim a embalagem, experiência péssima.",ruim embalagem experiência péssima,Negativo,-0.8956,0.0,0.882,0.118
"Adorei a experiência de compra da marca, muito rápido e eficiente!",adorei experiência compra marca rápido eficiente,Positivo,0.7359,0.481,0.0,0.519
"O app horrível, cobraram duas vezes no cartão.",app horrível cobraram duas vezes cartão,Negativo,-0.6498,0.0,0.475,0.525
"O pedido veio com defeito, muito decepcionado.",pedido veio defeito decepcionado,Negativo,-0.4636,0.0,0.385,0.615
"Recebi a bicicleta, embalagem estava ok.",recebi bicicleta embalagem estava,Neutro,-0.033,0.0,0.028,0.972
Estou pesquisando opiniões sobre o atendimento antes de comprar.,estou pesquisando opiniões sobre atendimento antes comprar,Neutro,-0.0329,0.0,0.027,0.973
"Produto de baixa qualidade, dinheiro jogado fora.",produto baixa qualidade dinheiro jogado fora,Negativo,-0.5607,0.0,0.433,0.567
Fui até a loja física para trocar o notebook.,fui até loja física trocar notebook,Neutro,0.0215,0.015,0.0,0.985
"Comprei o perfume ontem, ainda vou testar.",comprei perfume ontem ainda vou testar,Neutro,-0.0267,0.0,0.017,0.983
"O perfume superou minhas expectativas, muito bom!",perfume superou expectativas bom,Positivo,0.8077,0.71,0.0,0.29
Melhor experiência que já tive com o app.,melhor experiência app,Positivo,0.8736,0.738,0.0,0.262
"Péssimo o app, não recomendo.",péssimo app recomendo,Negativo,-0.4549,0.0,0.451,0.549
"Simplesmente incrível, o site sensacional!",simplesmente incrível site sensacional,Positivo,0.4412,0.375,0.0,0.625
"Suporte não responde, estou muito insatisfeito.",suporte responde estou insatisfeito,Negativo,-0.8214,0.0,0.552,0.448
"Suporte não responde, estou muito insatisfeito.",suporte responde estou insatisfeito,Negativo,-0.6704,0.0,0.495,0.505
"Comprei o livro e chegou rápido, super satisfeito!",comprei livro chegou rápido super satisfeito,Positivo,0.7038,0.677,0.0,0.323
Qual a diferença entre o eletrodoméstico e o modelo anterior?,diferença entre eletrodoméstico modelo anterior,Neutro,0.0328,0.024,0.0,0.976
"Entrega atrasou muito, a caixa chegou toda amassada.",entrega atrasou caixa chegou toda amassada,Negativo,-0.5332,0.0,0.489,0.511
"Comprei o livro ontem, ainda vou testar.",comprei livro ontem ainda vou testar,Neutro,-0.0339,0.0,0.028,0.972
"Excelente o preço, recomendo a todos!",excelente preço recomendo todos,Positivo,0.5299,0.404,0.0,0.596
"O brinquedo superou minhas expectativas, muito bom!",brinquedo superou expectativas bom,Positivo,0.8697,0.562,0.0,0.438
"A bicicleta é maravilhoso, adorei demais!",bicicleta maravilhoso adorei demais,Positivo,0.6526,0.58,0.0,0.42
"Equipe super atencioso, super recomendo essa marca!",equipe super atencioso super recomendo marca,Positivo,0.5236,0.395,0.0,0.605
"Muito ruim o prazo de entrega, experiência péssima.",ruim prazo entrega experiência péssima,Negativo,-0.5386,0.0,0.441,0.559
"O celular é maravilhoso, adorei demais!",celular maravilhoso adorei demais,Positivo,0.4364,0.43,0.0,0.57
"Produto de baixa qualidade, dinheiro jogado fora.",produto baixa qualidade dinheiro jogado fora,Negativo,-0.7684,0.0,0.492,0.508
"A loja fica aberta até as 22h, segundo o site.",loja fica aberta até segundo site,Neutro,-0.0276,0.0,0.027,0.973
"Muito satisfeito com o brinquedo, vale cada centavo.",satisfeito brinquedo vale cada centavo,Positivo,0.7121,0.69,0.0,0.31
"Recebi a compra, embalagem estava ok.",recebi compra embalagem estava,Neutro,-0.0289,0.0,0.025,0.975
"Comprei o relógio ontem, ainda vou testar.",comprei relógio ontem ainda vou testar,Neutro,0.0326,0.03,0.0,0.97
Estou pesquisando opiniões sobre o suporte antes de comprar.,estou pesquisando opiniões sobre suporte antes comprar,Neutro,-0.0469,0.0,0.043,0.957
"Nunca mais compro dessa marca, ninguém respondeu meus e-mails.",nunca compro dessa marca ninguém respondeu emails,Negativo,-0.5611,0.0,0.493,0.507
"Equipe acima da expectativa, super recomendo essa marca!",equipe acima expectativa super recomendo marca,Positivo,0.6915,0.51,0.0,0.49
"Terrível, simplesmente terrível essa experiência.",terrível simplesmente terrível experiência,Negativo,-0.7869,0.0,0.637,0.363
"Suporte não responde, estou muito insatisfeito.",suporte responde estou insatisfeito,Negativo,-0.5412,0.0,0.479,0.521
"Suporte não responde, estou muito insatisfeito.",suporte responde estou insatisfeito,Negativo,-0.7419,0.0,0.558,0.442
"Muito satisfeito com o pedido, vale cada centavo.",satisfeito pedido vale cada centavo,Positivo,0.8387,0.754,0.0,0.246
"O perfume tem cor azul e branca, conforme o anúncio.",perfume cor azul branca conforme anúncio,Neutro,0.0066,0.004,0.0,0.996
"Voltarei a comprar com certeza, super atencioso!",voltarei comprar certeza super atencioso,Positivo,0.7573,0.564,0.0,0.436
"Péssimo o atendimento, não recomendo.",péssimo atendimento recomendo,Negativo,-0.5771,0.0,0.539,0.461
Estou pesquisando opiniões sobre a experiência de compra antes de comprar.,estou pesquisando opiniões sobre experiência compra antes comprar,Neutro,-0.0494,0.0,0.042,0.958
Qual a diferença entre o livro e o modelo anterior?,diferença entre livro modelo anterior,Neutro,-0.0102,0.0,0.009,0.991
Alguém sabe informar o prazo de entrega de o eletrodoméstico?,alguém sabe informar prazo entrega eletrodoméstico,Neutro,-0.0121,0.0,0.008,0.992
"Não indico essa marca pra ninguém, ninguém respondeu meus e-mails.",indico marca pra ninguém ninguém respondeu emails,Negativo,-0.7539,0.0,0.572,0.428
"Excelente a experiência de compra, recomendo a todos!",excelente experiência compra recomendo todos,Positivo,0.5294,0.5,0.0,0.5
"O suporte impecável, virei cliente fiel dessa marca.",suporte impecável virei cliente fiel dessa marca,Positivo,0.8695,0.598,0.0,0.402
"Muito bom o celular, ficou perfeito, adorei o resultado!",bom celular ficou perfeito adorei resultado,Positivo,0.4626,0.412,0.0,0.588
"O suporte horrível, o produto quebrou em uma semana.",suporte horrível produto quebrou semana,Negativo,-0.7161,0.0,0.534,0.466
"Recebi a blusa, embalagem estava ok.",recebi blusa embalagem estava,Neutro,-0.0304,0.0,0.03,0.97
"Que ótima experiência de compra, tudo maravilhoso!",ótima experiência compra tudo maravilhoso,Positivo,0.4763,0.321,0.0,0.679
Qual a diferença entre o tênis e o modelo anterior?,diferença entre tênis modelo anterior,Neutro,-0.0097,0.0,0.009,0.991
"O brinquedo veio com defeito, muito decepcionado.",brinquedo veio defeito decepcionado,Negativo,-0.8256,0.0,0.696,0.304
"Péssimo a experiência de compra, não recomendo.",péssimo experiência compra recomendo,Negativo,-0.6812,0.0,0.515,0.485
"Ótimo a qualidade, estou muito feliz com a compra!",ótimo qualidade estou feliz compra,Positivo,0.8681,0.62,0.0,0.38
Alguém sabe informar o prazo de entrega de a bicicleta?,alguém sabe informar prazo entrega bicicleta,Neutro,0.023,0.015,0.0,0.985
Fui até a loja física para trocar o fone de ouvido.,fui até loja física trocar fone ouvido,Neutro,0.0229,0.02,0.0,0.98
"Muito satisfeito com o livro, vale cada centavo.",satisfeito livro vale cada centavo,Positivo,0.7396,0.477,0.0,0.523
"Suporte não responde, estou muito insatisfeito.",suporte responde estou insatisfeito,Negativo,-0.6114,0.0,0.392,0.608
"Ótimo a entrega, estou muito feliz com a compra!",ótimo entrega estou feliz compra,Positivo,0.5709,0.462,0.0,0.538
"Serviço ruim, atendimento péssimo, não voltarei.",serviço ruim atendimento péssimo voltarei,Negativo,-0.7342,0.0,0.67,0.33
O livro chegou no prazo previsto.,livro chegou prazo previsto,Neutro,0.0111,0.007,0.0,0.993
"Voltarei a comprar com certeza, de primeira qualidade!",voltarei comprar certeza primeira qualidade,Positivo,0.5288,0.495,0.0,0.505
"Produto de baixa qualidade, dinheiro jogado fora.",produto baixa qualidade dinheiro jogado fora,Negativo,-0.8205,0.0,0.803,0.197
"O fone de ouvido superou minhas expectativas, muito bom!",fone ouvido superou expectativas bom,Positivo,0.4755,0.366,0.0,0.634
"Não indico essa marca pra ninguém, a caixa chegou toda amassada.",indico marca pra ninguém caixa chegou toda amassada,Negativo,-0.5925,0.0,0.388,0.612
"Muito ruim a entrega, experiência péssima.",ruim entrega experiência péssima,Negativo,-0.6268,0.0,0.377,0.623
"Que ótima experiência de compra, tudo maravilhoso!",ótima experiência compra tudo maravilhoso,Positivo,0.6592,0.505,0.0,0.495
"Simplesmente incrível, o preço sensacional!",simplesmente incrível preço sensacional,Positivo,0.4166,0.364,0.0,0.636
"Ótimo o suporte, estou muito feliz com a compra!",ótimo suporte estou feliz compra,Positivo,0.4442,0.365,0.0,0.635
O produto chegou no prazo previsto.,produto chegou prazo previsto,Neutro,0.0368,0.032,0.0,0.968
"Muito satisfeito com o tênis, vale cada centavo.",satisfeito tênis vale cada centavo,Positivo,0.4361,0.29,0.0,0.71
"Simplesmente incrível, o app sensacional!",simplesmente incrível app sensacional,Positivo,0.8723,0.532,0.0,0.468
"Atendimento nota 10, resolveram meu problema rapidinho.",atendimento nota resolveram problema rapidinho,Positivo,0.7791,0.574,0.0,0.426
"A qualidade horrível, cobraram duas vezes no cartão.",qualidade horrível cobraram duas vezes cartão,Negativo,-0.8962,0.0,0.886,0.114
"Muito ruim o suporte, experiência péssima.",ruim suporte experiência péssima,Negativo,-0.7469,0.0,0.63,0.37
"Voltarei a comprar com certeza, impecável!",voltarei comprar certeza impecável,Positivo,0.4854,0.443,0.0,0.557
"Entrega atrasou muito, veio tudo errado.",entrega atrasou veio tudo errado,Negativo,-0.8819,0.0,0.78,0.22
Alguém sabe informar o prazo de entrega de a bicicleta?,alguém sabe informar prazo entrega bicicleta,Neutro,0.0197,0.012,0.0,0.988
"O pedido veio com defeito, muito decepcionado.",pedido veio defeito decepcionado,Negativo,-0.543,0.0,0.357,0.643
"Equipe de primeira qualidade, super recomendo essa marca!",equipe primeira qualidade super recomendo marca,Positivo,0.6328,0.399,0.0,0.601
Estou pesquisando opiniões sobre a qualidade antes de comprar.,estou pesquisando opiniões sobre qualidade antes comprar,Neutro,-0.0247,0.0,0.024,0.976
Extremamente decepcionado com o eletrodoméstico.,extremamente decepcionado eletrodoméstico,Negativo,-0.7946,0.0,0.606,0.394
Melhor experiência que já tive com o site.,melhor experiência site,Positivo,0.4393,0.272,0.0,0.728
"O atendimento impecável, virei cliente fiel dessa marca.",atendimento impecável virei cliente fiel dessa marca,Positivo,0.7541,0.635,0.0,0.365
Alguém sabe informar o prazo de entrega de o fone de ouvido?,alguém sabe informar prazo entrega fone ouvido,Neutro,0.0123,0.01,0.0,0.99
"Ótimo a entrega, estou muito feliz com a compra!",ótimo entrega estou feliz compra,Positivo,0.4698,0.339,0.0,0.661
"Ótimo a entrega, estou muito feliz com a compra!",ótimo entrega estou feliz compra,Positivo,0.5962,0.57,0.0,0.43
O perfume chegou no prazo previsto.,perfume chegou prazo previsto,Neutro,-0.0443,0.0,0.027,0.973
Qual a diferença entre o perfume e o modelo anterior?,diferença entre perfume modelo anterior,Neutro,-0.0062,0.0,0.004,0.996
"Atendimento horrível, ninguém resolve nada.",atendimento horrível ninguém resolve nada,Negativo,-0.8176,0.0,0.682,0.318
Fui até a loja física para trocar o fone de ouvido.,fui até loja física trocar fone ouvido,Neutro,-0.0388,0.0,0.024,0.976
Fui até a loja física para trocar a compra.,fui até loja física trocar compra,Neutro,-0.0279,0.0,0.017,0.983
"Comprei o relógio e chegou rápido, super satisfeito!",comprei relógio chegou rápido super satisfeito,Positivo,0.5168,0.433,0.0,0.567
"Recebi a compra, embalagem estava ok.",recebi compra embalagem estava,Neutro,-0.0019,0.0,0.001,0.999
"Que compra ruim, o tênis veio quebrado.",compra ruim tênis veio quebrado,Negativo,-0.7011,0.0,0.569,0.431
"A blusa veio com defeito, muito decepcionado.",blusa veio defeito decepcionado,Negativo,-0.618,0.0,0.518,0.482
"Recebi o relógio, embalagem estava ok.",recebi relógio embalagem estava,Neutro,-0.0192,0.0,0.014,0.986
"Suporte não responde, estou muito insatisfeito.",suporte responde estou insatisfeito,Negativo,-0.6211,0.0,0.554,0.446
"Comprei a compra ontem, ainda vou testar.",comprei compra ontem ainda vou testar,Neutro,-0.039,0.0,0.034,0.966
Vi a propaganda da marca na TV hoje.,propaganda marca hoje,Neutro,-0.0479,0.0,0.048,0.952
"Voltarei a comprar com certeza, muito profissional!",voltarei comprar certeza profissional,Positivo,0.8872,0.761,0.0,0.239
O pedido chegou no prazo previsto.,pedido chegou prazo previsto,Neutro,-0.0157,0.0,0.012,0.988
"O tênis tem cor azul e branca, conforme o anúncio.",tênis cor azul branca conforme anúncio,Neutro,-0.0374,0.0,0.031,0.969
"Terrível, simplesmente terrível essa experiência.",terrível simplesmente terrível experiência,Negativo,-0.5122,0.0,0.362,0.638
Fui até a loja física para trocar o brinquedo.,fui até loja física trocar brinquedo,Neutro,-0.0432,0.0,0.033,0.967
"Recebi o eletrodoméstico, embalagem estava ok.",recebi eletrodoméstico embalagem estava,Neutro,-0.0213,0.0,0.013,0.987
Vi a propaganda da marca na TV hoje.,propaganda marca hoje,Neutro,0.0031,0.003,0.0,0.997
"Equipe impecável, super recomendo essa marca!",equipe impecável super recomendo marca,Positivo,0.8622,0.773,0.0,0.227
"Produto de baixa qualidade, dinheiro jogado fora.",produto baixa qualidade dinheiro jogado fora,Negativo,-0.7791,0.0,0.722,0.278
Fui até a loja física para trocar o tênis.,fui até loja física trocar tênis,Neutro,-0.0377,0.0,0.024,0.976
"Que compra ruim, a bicicleta veio quebrado.",compra ruim bicicleta veio quebrado,Negativo,-0.7801,0.0,0.536,0.464
"Voltarei a comprar com certeza, muito profissional!",voltarei comprar certeza profissional,Positivo,0.4029,0.248,0.0,0.752
"Ótimo a qualidade, estou muito feliz com a compra!",ótimo qualidade estou feliz compra,Positivo,0.4764,0.412,0.0,0.588
Alguém sabe informar o prazo de entrega de a bolsa?,alguém sabe informar prazo entrega bolsa,Neutro,0.0036,0.003,0.0,0.997
Fui até a loja física para trocar a blusa.,fui até loja física trocar blusa,Neutro,0.0308,0.027,0.0,0.973
"Muito satisfeito com o relógio, vale cada centavo.",satisfeito relógio vale cada centavo,Positivo,0.684,0.472,0.0,0.528
"Atendimento horrível, ninguém resolve nada.",atendimento horrível ninguém resolve nada,Negativo,-0.6511,0.0,0.642,0.358
"O app horrível, a caixa chegou toda amassada.",app horrível caixa chegou toda amassada,Negativo,-0.7494,0.0,0.527,0.473
"Muito ruim o preço, experiência péssima.",ruim preço experiência péssima,Negativo,-0.7911,0.0,0.543,0.457
"Entrega atrasou muito, o produto quebrou em uma semana.",entrega atrasou produto quebrou semana,Negativo,-0.7099,0.0,0.465,0.535
"Excelente a entrega, recomendo a todos!",excelente entrega recomendo todos,Positivo,0.7477,0.566,0.0,0.434
